1087001	-1.452190 
1087002	-1.431303 
1087003	-1.446673 
1087004	-1.495151 
1087005	-1.561610 
1087006	-1.619364 
1087007	-1.638577 
1087008	-1.607864 
1087009	-1.545585 
1087010	-1.482647 
1087011	-1.443267 
1087012	-1.439401 
1087013	-1.470709 
1087014	-1.523812 
1087015	-1.571904 
1087016	-1.583594 
1087017	-1.547312 
1087018	-1.484075 
1087019	-1.427426 
1087020	-1.401987 
1087021	-1.417858 
1087022	-1.471011 
1087023	-1.543337 
1087024	-1.604503 
1087025	-1.625231 
1087026	-1.601017 
1087027	-1.555404 
1087028	-1.517459 
1087029	-1.506071 
1087030	-1.527728 
1087031	-1.577672 
1087032	-1.639808 
1087033	-1.687491 
1087034	-1.693718 
1087035	-1.652647 
1087036	-1.586023 
1087037	-1.523741 
1087038	-1.487341 
1087039	-1.486498 
1087040	-1.519489 
1087041	-1.572670 
1087042	-1.620378 
1087043	-1.633691 
1087044	-1.602577 
1087045	-1.546411 
1087046	-1.495629 
1087047	-1.472766 
1087048	-1.487698 
1087049	-1.538241 
1087050	-1.610132 
1087051	-1.677473 
1087052	-1.711169 
1087053	-1.699746 
1087054	-1.659504 
1087055	-1.617885 
1087056	-1.595773 
1087057	-1.602894 
1087058	-1.638494 
1087059	-1.691367 
1087060	-1.739491 
1087061	-1.755453 
1087062	-1.724406 
1087063	-1.659110 
1087064	-1.588643 
1087065	-1.538773 
1087066	-1.524149 
1087067	-1.547586 
1087068	-1.599586 
1087069	-1.657394 
1087070	-1.689537 
1087071	-1.675182 
1087072	-1.624028 
1087073	-1.566428 
1087074	-1.530040 
1087075	-1.529798 
1087076	-1.567362 
1087077	-1.631445 
1087078	-1.697639 
1087079	-1.733549 
1087080	-1.717952 
1087081	-1.660118 
1087082	-1.590050 
1087083	-1.535818 
1087084	-1.513768 
1087085	-1.527553 
1087086	-1.567723 
1087087	-1.610700 
1087088	-1.623587 
1087089	-1.585545 
1087090	-1.509483 
1087091	-1.430098 
1087092	-1.378012 
1087093	-1.369189 
1087094	-1.403983 
1087095	-1.466934 
1087096	-1.527305 
1087097	-1.550046 
1087098	-1.522853 
1087099	-1.468106 
1087100	-1.419737 
1087101	-1.401526 
1087102	-1.422683 
1087103	-1.479032 
1087104	-1.553170 
1087105	-1.615248 
1087106	-1.633763 
1087107	-1.599934 
1087108	-1.536358 
1087109	-1.475411 
1087110	-1.440559 
1087111	-1.442302 
1087112	-1.478511 
1087113	-1.533543 
1087114	-1.578229 
1087115	-1.581121 
1087116	-1.534992 
1087117	-1.465405 
1087118	-1.406663 
1087119	-1.382180 
1087120	-1.400501 
1087121	-1.455671 
1087122	-1.526692 
1087123	-1.579683 
1087124	-1.584260 
1087125	-1.540242 
1087126	-1.476974 
1087127	-1.426756 
1087128	-1.409607 
1087129	-1.431586 
1087130	-1.485183 
1087131	-1.548328 
1087132	-1.587034 
1087133	-1.573726 
1087134	-1.513819 
1087135	-1.440982 
1087136	-1.389203 
1087137	-1.378407 
1087138	-1.412813 
1087139	-1.480845 
1087140	-1.554418 
1087141	-1.595250 
1087142	-1.580107 
1087143	-1.523860 
1087144	-1.463173 
1087145	-1.428542 
1087146	-1.435023 
1087147	-1.482454 
1087148	-1.555627 
1087149	-1.624240 
1087150	-1.651371 
1087151	-1.619735 
1087152	-1.549502 
1087153	-1.478254 
1087154	-1.435818 
1087155	-1.436849 
1087156	-1.481100 
1087157	-1.553374 
1087158	-1.623354 
1087159	-1.654153 
1087160	-1.628308 
1087161	-1.565225 
1087162	-1.501444 
1087163	-1.465728 
1087164	-1.472012 
1087165	-1.520069 
1087166	-1.595948 
1087167	-1.671958 
1087168	-1.713308 
1087169	-1.699986 
1087170	-1.645265 
1087171	-1.581835 
1087172	-1.538221 
1087173	-1.530034 
1087174	-1.559627 
1087175	-1.616105 
1087176	-1.674603 
1087177	-1.701167 
1087178	-1.673312 
1087179	-1.602217 
1087180	-1.522238 
1087181	-1.465054 
1087182	-1.448545 
1087183	-1.475967 
1087184	-1.536093 
1087185	-1.602592 
1087186	-1.639105 
1087187	-1.621177 
1087188	-1.559975 
1087189	-1.490802 
1087190	-1.445626 
1087191	-1.441804 
1087192	-1.481488 
1087193	-1.551895 
1087194	-1.625026 
1087195	-1.663723 
1087196	-1.644907 
1087197	-1.581745 
1087198	-1.509635 
1087199	-1.459413 
1087200	-1.447508 
1087201	-1.475760 
1087202	-1.531482 
1087203	-1.587076 
1087204	-1.607221 
1087205	-1.573195 
1087206	-1.502084 
1087207	-1.429742 
1087208	-1.385471 
1087209	-1.383822 
1087210	-1.425048 
1087211	-1.495378 
1087212	-1.566692 
1087213	-1.603296 
1087214	-1.585714 
1087215	-1.529823 
1087216	-1.470543 
1087217	-1.436607 
1087218	-1.442212 
1087219	-1.487358 
1087220	-1.558235 
1087221	-1.627213 
1087222	-1.659666 
1087223	-1.636478 
1087224	-1.572505 
1087225	-1.501685 
1087226	-1.453123 
1087227	-1.442533 
1087228	-1.472218 
1087229	-1.531432 
1087230	-1.596055 
1087231	-1.633355 
1087232	-1.620837 
1087233	-1.566797 
1087234	-1.502094 
1087235	-1.456424 
1087236	-1.447100 
1087237	-1.477934 
1087238	-1.539551 
1087239	-1.609090 
1087240	-1.653864 
1087241	-1.648364 
1087242	-1.596541 
1087243	-1.527783 
1087244	-1.473148 
1087245	-1.452135 
1087246	-1.470932 
1087247	-1.522929 
1087248	-1.588180 
1087249	-1.635068 
1087250	-1.633672 
1087251	-1.580297 
1087252	-1.501736 
1087253	-1.432079 
1087254	-1.394973 
1087255	-1.399850 
1087256	-1.442335 
1087257	-1.503673 
1087258	-1.551566 
1087259	-1.552993 
1087260	-1.501389 
1087261	-1.423749 
1087262	-1.355562 
1087263	-1.320801 
1087264	-1.328116 
1087265	-1.371667 
1087266	-1.431183 
1087267	-1.474352 
1087268	-1.471896 
1087269	-1.422536 
1087270	-1.354056 
1087271	-1.298579 
1087272	-1.276331 
1087273	-1.293004 
1087274	-1.340284 
1087275	-1.395636 
1087276	-1.426245 
1087277	-1.407517 
