0	1.856034
1	1.863837
2	1.827433
3	1.786463
4	1.779625
5	1.847547
6	1.865836
7	1.848351
8	1.845739
9	1.826786
10	1.815107
11	1.821393
12	1.815790
13	1.817696
14	1.864289
15	1.871945
16	1.834922
17	1.767673
18	1.747012
19	1.793184
20	1.849392
21	1.857127
22	1.824335
23	1.743591
24	1.748755
25	1.820624
26	1.834987
27	1.855603
28	1.865527
29	1.872720
30	1.852629
31	1.825650
32	1.791975
33	1.779403
34	1.806505
35	1.862195
36	1.876354
37	1.812635
38	1.787946
39	1.797358
40	1.823712
41	1.844190
42	1.832705
43	1.775435
44	1.782867
45	1.848350
46	1.897481
47	1.891927
48	1.858010
49	1.827793
50	1.813745
51	1.848199
52	1.884450
53	1.904570
54	1.889655
55	1.903608
56	1.901986
57	1.864289
58	1.816249
59	1.792222
60	1.793209
61	1.837333
62	1.886217
63	1.850422
64	1.829834
65	1.811330
66	1.801103
67	1.834253
68	1.849035
69	1.824298
70	1.826820
71	1.823429
72	1.809195
73	1.832544
74	1.806013
75	1.793976
76	1.839831
77	1.846375
78	1.814839
79	1.809157
80	1.804742
81	1.848557
82	1.894208
83	1.891090
84	1.841638
85	1.792197
86	1.813239
87	1.862695
88	1.876843
89	1.867194
90	1.845065
91	1.793041
92	1.829882
93	1.868768
94	1.867875
95	1.863071
96	1.864056
97	1.846210
98	1.845687
99	1.863020
100	1.819758
101	1.813814
102	1.847553
103	1.897555
104	1.888313
105	1.866786
106	1.839485
107	1.820396
108	1.848452
109	1.865941
110	1.850359
111	1.787353
112	1.793289
113	1.815186
114	1.836378
115	1.862102
116	1.895929
117	1.879140
118	1.834084
119	1.837622
120	1.809644
121	1.811720
122	1.878959
123	1.939934
124	1.872397
125	1.800851
126	1.759641
127	1.758849
128	1.800512
129	1.871367
130	1.857868
131	1.786573
132	1.807616
133	1.835253
134	1.832811
135	1.790545
136	1.805143
137	1.803255
138	1.843621
139	1.876220
140	1.879202
141	1.829632
142	1.819472
143	1.867185
144	1.860474
145	1.886747
146	1.892057
147	1.870146
148	1.846531
149	1.853656
150	1.855356
151	1.864529
152	1.836703
153	1.821385
154	1.864928
155	1.853000
156	1.868388
