516.968000   -0.980738
516.969000   -0.979477
516.970000   -0.979855
516.971000   -0.982379
516.972000   -0.987144
516.973000   -0.993843
516.974000   -1.001747
516.975000   -1.009740
516.976000   -1.016637
516.977000   -1.021821
516.978000   -1.025444
516.979000   -1.027919
516.980000   -1.029491
516.981000   -1.030171
516.982000   -1.029792
516.983000   -1.028020
516.984000   -1.024328
516.985000   -1.018066
516.986000   -1.008864
516.987000   -0.997142
516.988000   -0.983961
516.989000   -0.970428
516.990000   -0.957377
516.991000   -0.945327
516.992000   -0.934500
516.993000   -0.924807
516.994000   -0.915840
516.995000   -0.907048
516.996000   -0.898234
516.997000   -0.889878
516.998000   -0.882783
516.999000   -0.877589
517.000000   -0.874637
517.001000   -0.873989
517.001000   -0.873989
517.002000   -0.875456
517.003000   -0.878578
517.004000   -0.882654
517.005000   -0.887007
517.006000   -0.891437
517.007000   -0.896286
517.008000   -0.902000
517.009000   -0.908796
517.010000   -0.916593
517.011000   -0.925038
517.012000   -0.933526
517.013000   -0.941220
517.014000   -0.947213
517.015000   -0.950962
517.016000   -0.952677
517.017000   -0.953110
517.018000   -0.953043
517.019000   -0.953049
517.020000   -0.953447
517.021000   -0.954289
517.022000   -0.955322
517.023000   -0.956021
517.024000   -0.955910
517.025000   -0.955157
517.026000   -0.954656
517.027000   -0.955432
517.028000   -0.958177
517.029000   -0.963158
517.030000   -0.970242
517.031000   -0.978924
517.032000   -0.988352
517.033000   -0.997528
517.034000   -1.005815
517.035000   -1.013231
517.036000   -1.020083
517.037000   -1.026518
517.038000   -1.032416
517.039000   -1.037435
517.040000   -1.041039
517.041000   -1.042489
517.042000   -1.040953
517.043000   -1.035914
517.044000   -1.027597
517.045000   -1.016742
517.046000   -1.004098
517.047000   -0.990202
517.048000   -0.975362
517.049000   -0.959656
517.050000   -0.942920
517.051000   -0.924812
517.052000   -0.905155
517.053000   -0.884451
517.054000   -0.863863
517.055000   -0.844671
517.056000   -0.827903
517.057000   -0.814235
517.058000   -0.803997
517.059000   -0.797152
517.060000   -0.793300
517.061000   -0.791835
517.062000   -0.792324
517.063000   -0.794748
517.064000   -0.799241
517.065000   -0.805738
517.066000   -0.813887
517.067000   -0.823137
517.068000   -0.832815
517.069000   -0.842179
517.070000   -0.850470
517.071000   -0.857063
